,Excel Name,Customer,Deal Machine ID,PO Number,Item Number,Date,PNs,Descriptions,Quantity,Spare PNs,Spares Description,Workscope,Material,Material - Note,Bought Out,Bought Out - Note,Sub-Con,Sub-Con - Note,Machining,Machining - Note,Fabrication,Fabrication - Note,Test & Assy,Test & Assy - Note,Margin,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Total Unit Sell - Spares,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Unit Cost
275,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,3.1,2017-10-04,195000-27,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,1.44,0.0,0.0,0.72,1.44,0.18
276,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,4,2017-10-04,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,2.16,0.0,0.0,0.72,2.16,0.18
277,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,5,2017-10-04,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD\nREF A90971-326']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD
REF A90971-326",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
278,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,6,2017-10-04,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-327']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD
REF A90971-327",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
279,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,7,2017-10-04,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-328']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-328",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
280,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,8,2017-10-04,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-329']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-329",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
281,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,9,2017-10-04,H90024-T,"['GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD\nREF DRAWING GEF 1080-38']",1,[],[],"GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD
REF DRAWING GEF 1080-38",,,433,,,,,,,,,,0.6,1292.500001841786,1292.500001841786,0.0,0.0,1292.500001841786,1292.500001841786,517.0000007367144
282,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,9.1,2017-10-04,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )",,,42,,,,,,,,,,0.6666666285298488,125.9999855842845,251.999971168569,0.0,0.0,125.9999855842845,251.999971168569,42.0
283,EUK 1739972 - Cost Model - rental Rev 00.xlsx,BP,,UK,10,2017-10-04,REF195000-TBA,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )",,,23,,,,,,,,,,0.6666698406582902,69.00065702252222,207.0019710675667,0.0,0.0,69.00065702252222,207.0019710675667,23.0
285,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,2,2017-10-12,,['Field Service Engineer\nPRICE PER DAY'],1,[],[],"Field Service Engineer
PRICE PER DAY",,,,,,,,,,,,,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0
286,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,3,2017-10-12,A256660-1REF,"['Mod Size 11 Grayloc Seal Ring, C/W O-ring on rib']",1,[],[],"Mod Size 11 Grayloc Seal Ring, C/W O-ring on rib",,,535.18,,,,,,,,,,0.3,2864.542640473493,2864.542640473493,0.0,0.0,2864.542640473493,2864.542640473493,2005.179848331445
287,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,3.1,2017-10-12,195000-27,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,1.44,0.0,0.0,0.72,1.44,0.18
288,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,4,2017-10-12,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,2.16,0.0,0.0,0.72,2.16,0.18
289,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,5,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD\nREF A90971-326']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD
REF A90971-326",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
290,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,6,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-327']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD
REF A90971-327",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
291,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,7,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-328']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-328",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
292,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,8,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-329']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-329",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
293,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,9,2017-10-12,H90024-T,"['GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD\nREF DRAWING GEF 1080-38']",1,[],[],"GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD
REF DRAWING GEF 1080-38",,,433,,,,,,,,,,0.6,1292.500001841786,1292.500001841786,0.0,0.0,1292.500001841786,1292.500001841786,517.0000007367144
294,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,9.1,2017-10-12,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )",,,42,,,,,,,,,,0.6666666285298488,125.9999855842845,251.999971168569,0.0,0.0,125.9999855842845,251.999971168569,42.0
295,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,10,2017-10-12,REF195000-TBA,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )",,,23,,,,,,,,,,0.6666698406582902,69.00065702252222,207.0019710675667,0.0,0.0,69.00065702252222,207.0019710675667,23.0
297,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,2,2017-10-12,,['Field Service Engineer\nPRICE PER DAY'],1,[],[],"Field Service Engineer
PRICE PER DAY",,,,,,,,,,,,,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0
298,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,3,2017-10-12,A256660-1REF,"['Mod Size 11 Grayloc Seal Ring, C/W O-ring on rib']",1,[],[],"Mod Size 11 Grayloc Seal Ring, C/W O-ring on rib",,,535.18,,,,,,,,,,0.3,2864.542640473493,2864.542640473493,0.0,0.0,2864.542640473493,2864.542640473493,2005.179848331445
299,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,3.1,2017-10-12,195000-27,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,1.44,0.0,0.0,0.72,1.44,0.18
300,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,4,2017-10-12,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 90 DURO A, API 6A, ISO 10423, API17D, PSL1-3",,,0.18,,,,,,,,,,0.75,0.72,2.16,0.0,0.0,0.72,2.16,0.18
301,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,5,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD\nREF A90971-326']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.005 ON PD ONE ONE SIDE], AISI 630,PTFE CTD
REF A90971-326",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
302,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,6,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-327']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.010 ON PDON ONE SIDE], AISI 630,PTFE CTD
REF A90971-327",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
303,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,7,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-328']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.015 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-328",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
304,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,8,2017-10-12,REF51233,"['GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD\nREF A90971-329']",2,[],[],"GRAYLOC SEAL RING,TRANSITION, 11 X 11[SPECIAL WITH +.020 ON PD ON ONE SIDE], AISI 630,PTFE CTD
REF A90971-329",,,350,,,,,,,,,,0.6,980.000000920893,1960.000001841786,0.0,0.0,980.000000920893,1960.000001841786,392.0000003683572
305,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,9,2017-10-12,H90024-T,"['GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD\nREF DRAWING GEF 1080-38']",1,[],[],"GRAYLOC SEAL RING, 11, 630, C/W O-RING, AISI 630, PTFE CTD
REF DRAWING GEF 1080-38",,,433,,,,,,,,,,0.6,1292.500001841786,1292.500001841786,0.0,0.0,1292.500001841786,1292.500001841786,517.0000007367144
306,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,9.1,2017-10-12,195000-27REF,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )']",2,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (Material Per VGS 5.1010.2.3 )",,,42,,,,,,,,,,0.6666666285298488,125.9999855842845,251.999971168569,0.0,0.0,125.9999855842845,251.999971168569,42.0
307,EUK 1739972 - Cost Model - rental Rev 03.xlsx,BP,,UK,10,2017-10-12,REF195000-TBA,"['O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )']",3,[],[],"O-RING, AS568A-027, 1.301 (NOM 1-5/16) ID, 0.070 (NOM 1/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 (but the hardness (durometer) needs to change from 70 to 90 durometer and Material Per VGS 5.1010.2.3 )",,,23,,,,,,,,,,0.6666698406582902,69.00065702252222,207.0019710675667,0.0,0.0,69.00065702252222,207.0019710675667,23.0
308,Q302165 Rev 0.xlsx,BP,Q302165,,1,2018-09-11,363489,"['FLG,BLIND,2-1/16 10M X 1/2 LP,REC F/VR PLUG, API 6A LU EE-NL PSL3 ']",3,[],[],"FLG,BLIND,2-1/16 10M X 1/2 LP,REC F/VR PLUG, API 6A LU EE-NL PSL3 ",,,52.74144478248317,,250,"Comment: Valenzuela, Paul (GE Oil & Gas):
est paint, mask/demask by Valenzuela, Paul (GE Oil & Gas)",46.66666666666666,"Comment: Valenzuela, Paul (GE Oil & Gas):
airfreight by Valenzuela, Paul (GE Oil & Gas)",,,,,0.5,698.8162228982998,2096.448668694899,0.0,0.0,698.8162228982998,2096.448668694899,349.4081114491499
309,2085991 Rev 0.xlsx,BP,2085991,,1,2019-10-11,A72637-1,"['\nTUBING HGR PART,SPACER SPOOL ASSY,13 5/8 10M NT-2BOX DOWN X 13 5/8 NT-2 PIN TOP, C/W 5.135 THRU. BORE 3) LOW STRESS STAMP NAMEPLATE:- PART NO. TYPE BORE A72637-1 NT-2 5.135 \nSIZE MWP RING BOWLTOP 13 5/8 6500 137 NT-2 BTML 13 5/8 6500 137 NT-2 OUTLET -- -- -- -- \nAPI ED TEMP RFC PSL PR MONTH/YR6A 16 PU HH 3 2 4) LOW STRESS STAMP:- P/N A72637-1 (REV) ASSY 6A, 16, PU, HH, PSL3, PR2, ']",1,[],[],"
TUBING HGR PART,SPACER SPOOL ASSY,13 5/8 10M NT-2BOX DOWN X 13 5/8 NT-2 PIN TOP, C/W 5.135 THRU. BORE 3) LOW STRESS STAMP NAMEPLATE:- PART NO. TYPE BORE A72637-1 NT-2 5.135 
SIZE MWP RING BOWLTOP 13 5/8 6500 137 NT-2 BTML 13 5/8 6500 137 NT-2 OUTLET -- -- -- -- 
API ED TEMP RFC PSL PR MONTH/YR6A 16 PU HH 3 2 4) LOW STRESS STAMP:- P/N A72637-1 (REV) ASSY 6A, 16, PU, HH, PSL3, PR2, ",,,44185.581,,,,,,,,,,0.48,84972.27115384614,84972.27115384614,0.0,0.0,84972.27115384614,84972.27115384614,44185.581
310,BP 2085991 FCM Rev 00.xlsx,BP,,,1,1899-12-29,A72637-1,"['Spacer Spool, Assembly, 13-5/8"" 10M']",1,[],[],"Spacer Spool, Assembly, 13-5/8"" 10M",,,44185.581,,,,,,,,,,0.48,84972.27115384614,84972.27115384614,0.0,0.0,84972.27115384614,84972.27115384614,44185.581
311,Centrica EUK 1773628 Spares FCM Rev 02.xlsx,Centrica now Spirit Energy,,UK,1,2017-10-26,"195000-454, 73270, 195000-325, 195000-455, 195000-347, 195327-247, 195000-452, 195327-323, 195000-326, 195000-437, 195327-308, A300133-2, A300133-3, A300133-1, 195000-380, 195000-435, 195000-446, 201628-72","['O-RING, AS568A-454, 12.475 (NOM 12-1/2) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'O-RING, 11.750ID X .500 CS,BUNA N, 75 DURO', 'O-RING, AS568A-325, 1.475 (NOM 1-1/2) ID, 0.210 \n(NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE\n(NBR), 70 DURO A', 'O-RING, AS568A-455, 12.975 (NOM 13) ID, 0.275 (NOM1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'O-RING, AS568A-347, 4.225 (NOM 4-1/4) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A', 'O-RING,BACKUP,347,  4.278 ID,  .183 CS, NITRILE, 90 DUROMETER', 'O-RING, AS568A-452, 11.475 (NOM 11-1/2) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'O-RING BACKUP,MOULDED, 452, 11.524 ID, 0.236 CS, BUNA-N,90 DURO', 'O-RING, AS568A-326, 1.600 (NOM 1-5/8) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A', 'O-RING, AS568A-437, 5.975 (NOM 6) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'O-RING BACKUP,MOULDED, 437, 6.051 ID, 0.236 CS,  BUNA-N,90 DURO', 'BEARING,SLIPSTRIP, 4.25 ROD GREENE TWEED  25F1077-10A063', 'BEARING,SLIPSTRIP,12.00 ROD GREENE TWEED  25M3049-10A063', 'BEARING,SLIPSTRIP, 6.00 ROD GREENE TWEED 25F1521-10A063', 'O-RING, AS568A-380, 11.475 (NOM 11-1/2) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE(NBR), 70 DURO A', 'O-RING, AS568A-435, 5.725 (NOM 5-3/4) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'O-RING, AS568A-446, 8.475 (NOM 8-1/2) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A', 'SEAL, PISTON T, 11.500 OD, 11.000 ID, 0.250 CS,V4208 VITON / TEFLON BACK-UP RINGS']",12,"['195000-437', '78042304']","['O-RING, AS568A-437, 5.975 (NOM 6) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A', 'SEAL,T,PISTON, SEE DRG. 780423 FOR DIMENSIONS,    VITON GF HALLITE #1730211  ']","O-RING, AS568A-454, 12.475 (NOM 12-1/2) ID, 0.275 (NOM 1/4) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A",,,4.27,,,,,,,,,,0.7499981867269411,17.07987611808314,204.9585134169977,321.263885856,7628.733260544001,338.3437619740831,7833.691773960998,4.27
