,Excel Name,Customer,Item Number,Date,PNs,Descriptions,Quantity,Spare PNs,Spares Description,Workscope,Material,Material - Note,Bought Out,Bought Out - Note,Sub-Con,Sub-Con - Note,Machining,Machining - Note,Fabrication,Fabrication - Note,Test & Assy,Test & Assy - Note,Margin,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Total Unit Sell - Spares,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Unit Cost
1963,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,9,2017-12-11,A101933-,"['\n\nTOOL-SWE, TUBING HGR, RUNNING FULLBORE, 5.500,8-4TPI STUB ACME X 6-5/8 32 LB/FT VAM ACE, HYDRAULICALLY OPERATED. PORTED FOR TWO DHSV\n\nOMP 1\n\nADDITIONAL WORKSCOPE:\nUntorque existing coupling and torqure free issue replacement coupling\n']",1.0,[],[],"

TOOL-SWE, TUBING HGR, RUNNING FULLBORE, 5.500,8-4TPI STUB ACME X 6-5/8 32 LB/FT VAM ACE, HYDRAULICALLY OPERATED. PORTED FOR TWO DHSV

OMP 1

ADDITIONAL WORKSCOPE:
Untorque existing coupling and torqure free issue replacement coupling
",4.64,,266.4,,,,,,,,,,0.3734053393969536,432.5603332519531,432.5603332519531,0.0,0.0,432.5603332519531,432.5603332519531,271.0399952043482
1964,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,10,2017-12-11,A70275-2,"['\n\nTOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV \n\nOMP1 \n\nADDITIONAL WORKSCOPE:\nReplace Seals\n\n\n']",1.0,[],[],"

TOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV 

OMP1 

ADDITIONAL WORKSCOPE:
Replace Seals


",901.08,,799.1999999999999,,,,,,,,,,0.5069980255443559,3448.830078125,3448.830078125,0.0,0.0,3448.830078125,3448.830078125,1700.2800380776382
1965,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,11,2017-12-11,A948304-2,"['TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8,11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT\n\nOMP1 ']",1.0,[],[],"TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8,11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT

OMP1 ",,,799.1999999999999,,,,,,,,,,0.3565218105978741,1242.000122070312,1242.000122070312,0.0,0.0,1242.000122070312,1242.000122070312,799.1999897870238
1966,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,12,2017-12-11,A948302-2,"['CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. \n\nOMP 1']",1.0,[],[],"CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. 

OMP 1",,,377.4,,,,,,,,,,0.3943733995728384,623.15625,623.15625,0.0,0.0,623.15625,623.15625,377.4000012224384
1967,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,13,2017-12-11,A948304-,"['TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8, 11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT\n\nCASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. \n\nSCOPE:\nITEM UNITIZED\nRemove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with CH & CHRT part & serial numbers, re-protect thread areas, prepare for shipping, compile QA package  \n\nADDITIONAL WORKSCOPE:\nReplace Coupling on Running Tool (failed attempt)\nBreakout out RT from Hanger \nSub-Con to Re-cut VAM thread on RT\nMakeup Coupling on RT\nUnitise Running Tool & Hanger \n(Further Scope - Also unitise 2nd RT & Hanger from WO 17-027)\n']",1.0,[],[],"TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8, 11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT

CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. 

SCOPE:
ITEM UNITIZED
Remove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with CH & CHRT part & serial numbers, re-protect thread areas, prepare for shipping, compile QA package  

ADDITIONAL WORKSCOPE:
Replace Coupling on Running Tool (failed attempt)
Breakout out RT from Hanger 
Sub-Con to Re-cut VAM thread on RT
Makeup Coupling on RT
Unitise Running Tool & Hanger 
(Further Scope - Also unitise 2nd RT & Hanger from WO 17-027)
",,,1332,,600,,,,,,,,0.2923076921895445,2730.0,2730.0,0.0,0.0,2730.0,2730.0,1932.0000003225437
1968,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,14,2017-12-11,A70251-3,"['\nPACKOFF, MS1, 12-3/4 X 10-3/4, LEFT HAND THREAD.\n\nOMP 1\n']",2.0,[],[],"
PACKOFF, MS1, 12-3/4 X 10-3/4, LEFT HAND THREAD.

OMP 1
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
1969,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,15,2017-12-11,A70299-2,"['\nTOOL-SWE,MSI,RUNNING & RETRIEVAL, 13.625,C/W SETTING AND RETRIEVAL DARTS, 4.58 FT LG,C/W 4.500 IF BOX X 2.875 IF PIN SUB UP\n\nOMP1\n\nADDITIONAL WORKSCOPE:\nCosts & Workscope is for quanity of 2. \nRe-face 4-1/2"" IF BOX connection on X-over sub\nModify spacer to fit exisiting tools\nSetup and restest as per dwg & BOM.\n']",2.0,[],[],"
TOOL-SWE,MSI,RUNNING & RETRIEVAL, 13.625,C/W SETTING AND RETRIEVAL DARTS, 4.58 FT LG,C/W 4.500 IF BOX X 2.875 IF PIN SUB UP

OMP1

ADDITIONAL WORKSCOPE:
Costs & Workscope is for quanity of 2. 
Re-face 4-1/2"" IF BOX connection on X-over sub
Modify spacer to fit exisiting tools
Setup and restest as per dwg & BOM.
",200,,2664,,,,,,,,,,0.3691629955505302,4540.0,9080.0,0.0,0.0,4540.0,9080.0,2864.0000002005927
1970,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,16,2017-12-11,H71642-1,"['\nSEAL,MS-E,12.81 BORE X 11.25 HANGER O.D.,11.81 OAL \n\nSCOPE:\nRemove protection, clean assembly, visually Inspect assembly for any damage and all parts as per BoM, confirm seal has not been used, inspect internal square thread/gauge threads, re-stencil part & serial numbers, re-protect seal areas, prepare for shipping/storage, compile QA package \n']",2.0,[],[],"
SEAL,MS-E,12.81 BORE X 11.25 HANGER O.D.,11.81 OAL 

SCOPE:
Remove protection, clean assembly, visually Inspect assembly for any damage and all parts as per BoM, confirm seal has not been used, inspect internal square thread/gauge threads, re-stencil part & serial numbers, re-protect seal areas, prepare for shipping/storage, compile QA package 
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
1971,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,17,2017-12-11,A948311-,"['CASING HGR, WE-CWCT, 12 3/4 X 9 5/8, WITH FABRIC REINFORCED SEAL, SEVEN STEP SLIP AND TWO DOVETAIL LOCK RINGS, 75K LOW ALLOY NACE, 5000 PSI MWPTOP AND BOTTOM \n\nOMP 1\n']",2.0,[],[],"CASING HGR, WE-CWCT, 12 3/4 X 9 5/8, WITH FABRIC REINFORCED SEAL, SEVEN STEP SLIP AND TWO DOVETAIL LOCK RINGS, 75K LOW ALLOY NACE, 5000 PSI MWPTOP AND BOTTOM 

OMP 1
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
1972,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,18,2017-12-11,A948310-,"['\nCASING BONNET, WELDLESS, 9 5/8, 630 SS NACE, ARR FOR METAL TO METAL SEAL ON 9 5/8 CASING AND 13-5/8 NT MULTIBOWL \n\nSCOPE:\nRemove protection, clean assembly, visually Inspect for any damage, ensure no thread damage, re-stencil with part & serial numbers, prepare for shipping/storage, compile QA package \n']",2.0,[],[],"
CASING BONNET, WELDLESS, 9 5/8, 630 SS NACE, ARR FOR METAL TO METAL SEAL ON 9 5/8 CASING AND 13-5/8 NT MULTIBOWL 

SCOPE:
Remove protection, clean assembly, visually Inspect for any damage, ensure no thread damage, re-stencil with part & serial numbers, prepare for shipping/storage, compile QA package 
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
1973,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,19,2017-12-11,A948306-2,"['\nBOWL PROTECTOR,W, 13-5/8 CWC,LA,C/W RETENTION RING,L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS,SECONDARY,RETENTION CAPACITY 10000 LBS \n\nOMP 1\n']",2.0,[],[],"
BOWL PROTECTOR,W, 13-5/8 CWC,LA,C/W RETENTION RING,L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS,SECONDARY,RETENTION CAPACITY 10000 LBS 

OMP 1
",,,710.4,,,,,,,,,,0.1908883872123698,878.0,1756.0,0.0,0.0,878.0,1756.0,710.3999960275394
1974,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 04.xlsx,CNOOC prev Nexen,20,2017-12-11,A71755-1,"['CONTROL LINE,C-77 MOD,10M, 1/4,BOLT ON,C/W 9/16 X 3/16 HP TEST FITTING,DUAL C-77 NEEDLE VALVES , 410 SS \n\nSTRIP, CLEAN, INSPECT, PREPARE TO SHIP']",1.0,[],[],"CONTROL LINE,C-77 MOD,10M, 1/4,BOLT ON,C/W 9/16 X 3/16 HP TEST FITTING,DUAL C-77 NEEDLE VALVES , 410 SS 

STRIP, CLEAN, INSPECT, PREPARE TO SHIP",,,288.6,,,,,,,,,,0.2080271155369103,364.4064025878906,364.4064025878906,0.0,0.0,364.4064025878906,364.4064025878906,288.59998977434964
1975,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,"
1",2017-07-27,A129899-,"['VALVE, API FLG, 2-1/16 10000 PSI MSP,VG-300SFRNS, 2-1/16 10000 PSI FLANGE ENDS,EE-1 TRIM, W/FLANGES ARR F/T-SEAL, C/W BAKER MODEL-RV 2.250 PISTON ACTUATOR. TESTED PER API 6FC, W/IMPACTS AT -20DEG F (BODY,) W/MECHANICAL BACKSEAT, VALVE ASSEMBLY C/W ACTUATOR TO BE GAS BACK SEAT TESTED PER FAT \n\nOMP1']",2.0,[],[],"VALVE, API FLG, 2-1/16 10000 PSI MSP,VG-300SFRNS, 2-1/16 10000 PSI FLANGE ENDS,EE-1 TRIM, W/FLANGES ARR F/T-SEAL, C/W BAKER MODEL-RV 2.250 PISTON ACTUATOR. TESTED PER API 6FC, W/IMPACTS AT -20DEG F (BODY,) W/MECHANICAL BACKSEAT, VALVE ASSEMBLY C/W ACTUATOR TO BE GAS BACK SEAT TESTED PER FAT 

OMP1",,,2308.8,,500,"Comment: Delia Pereira:
£1000 ICB SPREAD ACROSS 2 VALVES by Delia Pereira",,,,,,,0.3212179797255531,4138.0,8276.0,0.0,0.0,4138.0,8276.0,2808.799999895661
1976,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,"
2",2017-07-27,A129833-,"['VALVE,VG-300FRNS,MANUAL, 2-1/16 10000 PSI MWP,ONE END 2-1/16 10000 PSI STUDDED, OTHER END 2-1/16 10000 PSI FLG, W/ONE PACSON GA9358 SIDE OUTLET, \nEE TRIM, \n\nOMP1\n']",2.0,[],[],"VALVE,VG-300FRNS,MANUAL, 2-1/16 10000 PSI MWP,ONE END 2-1/16 10000 PSI STUDDED, OTHER END 2-1/16 10000 PSI FLG, W/ONE PACSON GA9358 SIDE OUTLET, 
EE TRIM, 

OMP1
",,,1776,,500,"Comment: Delia Pereira:
£1000 ICB SPREAD ACROSS 2 VALVES by Delia Pereira",,,,,,,0.3123867044575804,3310.0,6620.0,0.0,0.0,3310.0,6620.0,2276.000008245409
1977,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,3,2017-07-27,A129833-,"['VALVE,VG-300FRNS, 2-1/16 10000 PSI MWP,ONE END 2-1/16 10000 PSI STUDDED, OTHER END 2-1/16 10000 PSI FLG, W/ONE PACSON GA9358 SIDE OUTLET, EE TRIM, C/W BAKER MODEL-RV ACTUATOR \n\nOMP1\n']",2.0,[],[],"VALVE,VG-300FRNS, 2-1/16 10000 PSI MWP,ONE END 2-1/16 10000 PSI STUDDED, OTHER END 2-1/16 10000 PSI FLG, W/ONE PACSON GA9358 SIDE OUTLET, EE TRIM, C/W BAKER MODEL-RV ACTUATOR 

OMP1
",,,2308.8,,500,"Comment: Delia Pereira:
£1000 ICB SPREAD ACROSS 2 VALVES by Delia Pereira",,,,,,,0.3212179797255531,4138.0,8276.0,0.0,0.0,4138.0,8276.0,2808.799999895661
1978,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,4,2017-07-27,A936990-1,"['VALVE,API FLG, 2-1/16 10000 PSI MSP (SEE NOTE), VG-300FRSNS, 2-1/16 10000 PSI FLANGE ENDS,EE-1 TRIM, W/FLG ARR F/T-SEAL, (TESTED PER API 6FC, W/IMPACTS AT -20DEG F (BODY,BNT,STEM), F/7500 PSI MSP), W/MECHANICAL BACKSEAT\n\nOMP1']",2.0,[],[],"VALVE,API FLG, 2-1/16 10000 PSI MSP (SEE NOTE), VG-300FRSNS, 2-1/16 10000 PSI FLANGE ENDS,EE-1 TRIM, W/FLG ARR F/T-SEAL, (TESTED PER API 6FC, W/IMPACTS AT -20DEG F (BODY,BNT,STEM), F/7500 PSI MSP), W/MECHANICAL BACKSEAT

OMP1",,,1776,,500,"Comment: Delia Pereira:
£1000 ICB SPREAD ACROSS 2 VALVES by Delia Pereira",,,,,,,0.3123867044575804,3310.0,6620.0,0.0,0.0,3310.0,6620.0,2276.000008245409
1979,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,5,2017-07-27,A70276-21,"['\nTOOL-SWE, SPECIAL, TUBING HANGER UNLOCKING TOOL, 5.500, 6-5/8 X 32 LB/FT VAM ACE BOX UP, J-PROFILE DOWN TO SUIT COMMUNICATION COLLAR A70275-21 OR A70275-5 \n\nOMP1\n\n']",1.0,[],[],"
TOOL-SWE, SPECIAL, TUBING HANGER UNLOCKING TOOL, 5.500, 6-5/8 X 32 LB/FT VAM ACE BOX UP, J-PROFILE DOWN TO SUIT COMMUNICATION COLLAR A70275-21 OR A70275-5 

OMP1

",,,821.4,,,,,,,,,,0.3565218105978741,1276.500122070312,1276.500122070312,0.0,0.0,1276.500122070312,1276.500122070312,821.3999873213971
1980,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,6,2017-07-27,A118925-1,"['TOOL-SWE, TUBING HANGER PULLING TOOL,6 5/8 INCHES 32LBS/FT VAM ACE BOX UP X 8IN-4TPI STUB ACME THREAD (LH) DOWN. \n\nOMP 1\n']",1.0,[],[],"TOOL-SWE, TUBING HANGER PULLING TOOL,6 5/8 INCHES 32LBS/FT VAM ACE BOX UP X 8IN-4TPI STUB ACME THREAD (LH) DOWN. 

OMP 1
",,,821.4,,,,,,,,,,0.3739130433799946,1311.958374023438,1311.958374023438,0.0,0.0,1311.958374023438,1311.958374023438,821.400025604465
1981,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,7,2017-07-27,A118862-1,"['TOOL-SWE PART, TUBING HGR, HANDLING AND TEST TOOL, 5-1/2 BODY, 6-5/8 32 LB/FT VAM ACE BOX UP X 8-4TPI STUB ACME DOWN, LA 75K\n\nOMP 1']",1.0,[],[],"TOOL-SWE PART, TUBING HGR, HANDLING AND TEST TOOL, 5-1/2 BODY, 6-5/8 32 LB/FT VAM ACE BOX UP X 8-4TPI STUB ACME DOWN, LA 75K

OMP 1",,,821.4,,,,,,,,,,0.3739130433799946,1311.958374023438,1311.958374023438,0.0,0.0,1311.958374023438,1311.958374023438,821.400025604465
1982,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,8,2017-07-27,A948288-,"['TUBING HGR, CWC-T BW, 5 1/2, 10000 PSI MWP, 5 1/2 20 LBS/FT VAM TOP HC BOX, 8-4 TPI STUB ACME EXTERNAL LIFT THREAD, C/W THREE 1/4 CONTROL LINES AND ONE 1/4 ELECTRICAL LINE, ALLOY 718 \n\nTOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV \n\nTOOL-SWE PART, TUBING HGR, HANDLING AND TEST TOOL, 5-1/2 BODY, 6-5/8 32 LB/FT VAM ACE BOX UP X 8-4TPI STUB ACME DOWN, LA 75K. \n\nSCOPE:\nITEM UNITIZED\nRemove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with TH & THHT part & serial numbers, re-protect seal areas, prepare for shipping, compile QA package  ']",1.0,[],[],"TUBING HGR, CWC-T BW, 5 1/2, 10000 PSI MWP, 5 1/2 20 LBS/FT VAM TOP HC BOX, 8-4 TPI STUB ACME EXTERNAL LIFT THREAD, C/W THREE 1/4 CONTROL LINES AND ONE 1/4 ELECTRICAL LINE, ALLOY 718 

TOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV 

TOOL-SWE PART, TUBING HGR, HANDLING AND TEST TOOL, 5-1/2 BODY, 6-5/8 32 LB/FT VAM ACE BOX UP X 8-4TPI STUB ACME DOWN, LA 75K. 

SCOPE:
ITEM UNITIZED
Remove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with TH & THHT part & serial numbers, re-protect seal areas, prepare for shipping, compile QA package  ",,,1243.2,,,,,,,,,,0.356521810597874,1932.000244140625,1932.000244140625,0.0,0.0,1932.000244140625,1932.000244140625,1243.2000190240747
1983,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,9,2017-07-27,A101933-1,"['\n\nTOOL-SWE, TUBING HGR, RUNNING FULLBORE, 5.500,8-4TPI STUB ACME X 6-5/8 32 LB/FT VAM ACE, HYDRAULICALLY OPERATED. PORTED FOR TWO DHSV\n\nOMP1  \n']",1.0,[],[],"

TOOL-SWE, TUBING HGR, RUNNING FULLBORE, 5.500,8-4TPI STUB ACME X 6-5/8 32 LB/FT VAM ACE, HYDRAULICALLY OPERATED. PORTED FOR TWO DHSV

OMP1  
",,,888,,,,,,,,,,0.3116279083681477,1290.0,1290.0,0.0,0.0,1290.0,1290.0,887.9999982050895
1984,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,10,2017-07-27,A70275-21,"['\n\nTOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV \n\nOMP1 \n\n']",1.0,[],[],"

TOOL-SWE, TUBING HGR, RUNNING AND RETRIEVAL TOOL, COMMUNICATION COLLAR, 5.500, 8-4TPI ACME (LH) THD X 8-4TPI ACME (RH) THD. PORTED FOR TWO DHSV 

OMP1 

",,,799.1999999999999,,,,,,,,,,-0.03255733742531649,774.0006103515625,774.0006103515625,0.0,0.0,774.0006103515625,774.0006103515625,799.2000093901793
1985,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,11,2017-07-27,A948304-2,"['TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8,11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT\n\nOMP1 ']",1.0,[],[],"TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8,11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT

OMP1 ",,,799.1999999999999,,,,,,,,,,0.3565218105978741,1242.000122070312,1242.000122070312,0.0,0.0,1242.000122070312,1242.000122070312,799.1999897870238
1986,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,12,2017-07-27,A948302-2,"['CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. \n\nOMP 1']",1.0,[],[],"CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. 

OMP 1",,,377.4,,,,,,,,,,0.3943733995728384,623.15625,623.15625,0.0,0.0,623.15625,623.15625,377.4000012224384
1987,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,13,2017-07-27,A948304-,"['TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8, 11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT\n\nCASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. \n\nSCOPE:\nITEM UNITIZED\nRemove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with CH & CHRT part & serial numbers, re-protect thread areas, prepare for shipping, compile QA package  ']",1.0,[],[],"TOOL-SWE, SERVICE TOOL, LANDING SUB, 9 5/8, 11 1/8-4TPI LH STUB ACME BOX, 9 5/8 53.5 LB/FT VAM TOP BOX, LA 75K, ARR FOR MS-1 CASING HANGER, SPECIAL DRIFT

CASING HGR, CWC-BW FLUTED, 12-3/4 X 9 5/8, 9 5/8 53.5 LB/FT VAM TOP BOX BTM, 11-1/8-4TPI LH STUB ACME EXTERNAL LIFT THREAD, LA 80K NACE, C/W HIGH STRENGTH LOAD RING, ARRANGED FOR MS-1 SEAL AND HARDFACED FOR CUTTING RE-INJECTION. 

SCOPE:
ITEM UNITIZED
Remove protection, clean equipment, visually Inspect assembled unit for any damage, re-stencil with CH & CHRT part & serial numbers, re-protect thread areas, prepare for shipping, compile QA package  ",,,1065.6,,,,,,,,,,0.356521810597874,1656.000244140625,1656.000244140625,0.0,0.0,1656.000244140625,1656.000244140625,1065.6000387490878
1988,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,14,2017-07-27,A70251-3,"['\nPACKOFF, MS1, 12-3/4 X 10-3/4, LEFT HAND THREAD.\n\nOMP 1\n']",2.0,[],[],"
PACKOFF, MS1, 12-3/4 X 10-3/4, LEFT HAND THREAD.

OMP 1
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
1989,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,15,2017-07-27,A70299-2,"['\nTOOL-SWE,MSI,RUNNING & RETRIEVAL, 13.625,C/W SETTING AND RETRIEVAL DARTS, 4.58 FT LG,C/W 4.500 IF BOX X 2.875 IF PIN SUB UP\n\nOMP1  \n']",2.0,[],[],"
TOOL-SWE,MSI,RUNNING & RETRIEVAL, 13.625,C/W SETTING AND RETRIEVAL DARTS, 4.58 FT LG,C/W 4.500 IF BOX X 2.875 IF PIN SUB UP

OMP1  
",,,1243.2,,,,,,,,,,-0.4159453378658389,878.0,1756.0,0.0,0.0,878.0,1756.0,1243.2000066462065
1990,EUK 1712815 - Nexen - OMPs - Hours & Delivery -Rev 03.xlsx,CNOOC prev Nexen,16,2017-07-27,H71642-1,"['\nSEAL,MS-E,12.81 BORE X 11.25 HANGER O.D.,11.81 OAL \n\nSCOPE:\nRemove protection, clean assembly, visually Inspect assembly for any damage and all parts as per BoM, confirm seal has not been used, inspect internal square thread/gauge threads, re-stencil part & serial numbers, re-protect seal areas, prepare for shipping/storage, compile QA package \n']",2.0,[],[],"
SEAL,MS-E,12.81 BORE X 11.25 HANGER O.D.,11.81 OAL 

SCOPE:
Remove protection, clean assembly, visually Inspect assembly for any damage and all parts as per BoM, confirm seal has not been used, inspect internal square thread/gauge threads, re-stencil part & serial numbers, re-protect seal areas, prepare for shipping/storage, compile QA package 
",,,710.4,,,,,,,,,,0.356521810597874,1104.000122070312,2208.000244140625,0.0,0.0,1104.000122070312,2208.000244140625,710.3999996495304
